Depth Of Cut,Feed Rate,Lenght Of Cut,Load X,Load Y
0.2,0.5,1.5,746396.0,351335.0
0.2,0.5,1.5,745533.0,352402.0
0.2,0.5,1.5,747314.0,353.69
0.2,0.5,1.5,748235.0,354704.0
0.2,0.5,1.5,748287.0,355405.0
0.2,0.5,1.5,760064.0,360.88
0.2,0.5,1.5,714812.0,277573.0
0.2,0.5,1.5,724414.0,287906.0
0.2,0.5,1.5,732727.0,298602.0
0.2,0.5,1.5,739254.0,307184.0
0.2,0.5,1.5,739963.0,306852.0
0.2,0.5,1.5,744419.0,313179.0
0.2,0.5,1.5,747406.0,318425.0
0.2,0.5,1.5,749.93,323854.0
0.2,0.5,1.5,751966.0,328063.0
0.2,0.5,1.5,754226.0,333431.0
0.2,0.5,1.5,756081.0,337631.0
0.2,0.5,1.5,758458.0,342443.0
0.2,0.5,1.5,760398.0,346927.0
0.2,0.5,1.5,762817.0,352494.0
0.2,0.5,1.5,764903.0,356638.0
0.2,0.5,1.5,766565.0,359991.0
0.2,0.5,1.5,767723.0,362845.0
0.2,0.5,1.5,769251.0,365371.0
0.2,0.5,1.5,770392.0,367514.0
0.2,0.5,1.5,771207.0,369747.0
0.2,0.5,1.5,771725.0,371585.0
0.2,0.5,1.5,773544.0,373227.0
0.2,0.5,1.5,774177.0,374906.0
0.2,0.5,1.5,774.62,376492.0
0.2,0.5,1.5,774997.0,377884.0
0.2,0.5,1.5,776312.0,379265.0
0.2,0.5,1.5,777409.0,380338.0
0.2,0.5,1.5,778217.0,381677.0
0.2,0.5,1.5,778782.0,382904.0
0.2,0.5,1.5,779405.0,384282.0
0.2,0.5,1.5,779964.0,385496.0
0.2,0.5,1.5,780706.0,386777.0
0.2,0.5,1.5,781147.0,387936.0
0.2,0.5,1.5,782168.0,388928.0
0.2,0.5,1.5,782.53,390103.0
0.2,0.5,1.5,783058.0,391129.0
0.2,0.5,1.5,783717.0,392086.0
0.2,0.5,1.5,784867.0,392929.0
0.2,0.5,1.5,785112.0,394095.0
0.2,0.5,1.5,798496.0,403822.0
0.2,0.5,1.5,752997.0,318774.0
0.2,0.5,1.5,765005.0,333938.0
0.2,0.5,1.5,776589.0,350071.0
0.2,0.5,1.5,787252.0,366352.0
0.2,0.5,1.5,793582.0,377232.0
0.2,0.5,1.5,796788.0,383333.0
0.2,0.5,1.5,798218.0,386.85
0.2,0.5,1.5,800084.0,390256.0
0.2,0.5,1.5,801711.0,393596.0
0.2,0.5,1.5,803313.0,397445.0
0.2,0.5,1.5,804668.0,400417.0
0.2,0.5,1.5,806239.0,404213.0
0.2,0.5,1.5,807543.0,406.51
0.2,0.5,1.5,807543.0,406.51
0.2,0.5,1.5,770385.0,347929.0
0.2,0.5,1.5,769186.0,345003.0
0.2,0.5,1.5,771762.0,347963.0
0.2,0.5,1.5,773.55,349483.0
0.2,0.5,1.5,774.59,350333.0
0.2,0.5,1.5,775257.0,350559.0
0.2,0.5,1.5,775817.0,350835.0
0.2,0.5,1.5,775575.0,349989.0
0.2,0.5,1.5,776067.0,349775.0
0.2,0.5,1.5,775783.0,349073.0
0.2,0.5,1.5,785722.0,360837.0
0.2,0.5,1.5,799005.0,380127.0
0.2,0.5,1.5,807.7,395136.0
0.2,0.5,1.5,811693.0,400724.0
0.2,0.5,1.5,812.94,401499.0
0.2,0.5,1.5,812.89,399907.0
0.2,0.5,1.5,813996.0,400067.0
0.2,0.5,1.5,814837.0,399515.0
0.2,0.5,1.5,814633.0,397656.0
0.2,0.5,1.5,814134.0,395777.0
0.2,0.5,1.5,814035.0,394395.0
0.2,0.5,1.5,824956.0,395748.0
0.2,0.5,1.5,828576.0,412508.0
0.2,0.5,1.5,835705.0,424653.0
0.2,0.5,1.5,840419.0,434276.0
0.2,0.5,1.5,844215.0,442034.0
0.2,0.5,1.5,847304.0,448497.0
0.2,0.5,1.5,849521.0,454215.0
0.2,0.5,1.5,851461.0,458037.0
0.2,0.5,1.5,853329.0,461824.0
0.2,0.5,1.5,854781.0,464978.0
0.2,0.5,1.5,855967.0,467582.0
0.2,0.5,1.5,857116.0,469873.0
0.2,0.5,1.5,858131.0,471862.0
0.2,0.5,1.5,859037.0,473687.0
0.2,0.5,1.5,859907.0,475618.0
0.2,0.5,1.5,860676.0,477.28
0.2,0.5,1.5,861.53,478896.0
0.2,0.5,1.5,862251.0,480361.0
0.2,0.5,1.5,863039.0,481879.0
0.2,0.5,1.5,863721.0,483232.0
0.2,0.5,1.5,864462.0,484577.0
0.2,0.5,1.5,865254.0,485956.0
0.2,0.5,1.5,865.99,487298.0
0.2,0.5,1.5,866738.0,488548.0
0.2,0.5,1.5,867438.0,489788.0
0.2,0.5,1.5,868071.0,491061.0
0.2,0.5,1.5,868767.0,492367.0
0.2,0.5,1.5,869474.0,493584.0
0.2,0.5,1.5,870155.0,494767.0
0.2,0.5,1.5,870828.0,495916.0
0.2,0.5,1.5,871454.0,497116.0
0.2,0.5,1.5,872093.0,498292.0
0.2,0.5,1.5,872732.0,499444.0
0.2,0.5,1.5,873405.0,500553.0
0.2,0.5,1.5,874123.0,501.66
0.2,0.5,1.5,874758.0,502786.0
0.2,0.5,1.5,875446.0,503918.0
0.2,0.5,1.5,876046.0,505008.0
0.2,0.5,1.5,876652.0,506.08
0.2,0.5,1.5,877276.0,507134.0
0.2,0.5,1.5,877947.0,508103.0
0.2,0.5,1.5,878579.0,509172.0
0.2,0.5,1.5,879186.0,510157.0
0.2,0.5,1.5,879144.0,510708.0
0.2,0.5,1.5,883551.0,516839.0
0.2,0.5,1.5,884956.0,518332.0
0.2,0.5,1.5,885705.0,519573.0
0.2,0.5,1.5,886452.0,520675.0
0.2,0.5,1.5,887212.0,521699.0
0.2,0.5,1.5,887948.0,522637.0
0.2,0.5,1.5,891405.0,524049.0
0.2,0.5,1.5,891625.0,526757.0
0.2,0.5,1.5,890256.0,521601.0
0.2,0.5,1.5,891242.0,513211.0
0.2,0.5,1.5,883496.0,500785.0
0.2,0.5,1.5,879281.0,491026.0
0.2,0.5,1.5,876973.0,485689.0
0.2,0.5,1.5,875573.0,482182.0
0.2,0.5,1.5,871531.0,474267.0
0.2,0.5,1.5,869367.0,469158.0
0.2,0.5,1.5,866899.0,463709.0
0.2,0.5,1.5,863946.0,457757.0
0.2,0.5,1.5,861055.0,451.96
0.2,0.5,1.5,857253.0,444526.0
0.2,0.5,1.5,855441.0,439847.0
0.2,0.5,1.5,857415.0,437583.0
0.2,0.5,1.5,867407.0,449072.0
0.2,0.5,1.5,871271.0,455193.0
0.2,0.5,1.5,875047.0,461892.0
0.2,0.5,1.5,878346.0,467156.0
0.2,0.5,1.5,883.53,477337.0
0.2,0.5,1.5,887267.0,485533.0
0.2,0.5,1.5,887267.0,485533.0
0.2,0.5,1.5,893569.0,515.1
0.2,0.5,1.5,895737.0,522.19
0.2,0.5,1.5,897.37,524.65
0.2,0.5,1.5,898.48,525.81
0.2,0.5,1.5,897521.0,521154.0
0.2,0.5,1.5,903368.0,530111.0
0.2,0.5,1.5,905488.0,533284.0
0.2,0.5,1.5,908008.0,536696.0
0.2,0.5,1.5,911471.0,541427.0
0.2,0.5,1.5,913921.0,544766.0
0.2,0.5,1.5,917.53,549266.0
0.2,0.5,1.5,921.9,555571.0
0.2,0.5,1.5,925695.0,561992.0
0.2,0.5,1.5,929984.0,567341.0
0.2,0.5,1.5,929316.0,570848.0
0.2,0.5,1.5,933571.0,574821.0
0.2,0.5,1.5,932063.0,576367.0
0.2,0.5,1.5,931162.0,576709.0
0.2,0.5,1.5,930123.0,576294.0
0.2,0.5,1.5,930123.0,576294.0
0.2,0.5,1.5,929143.0,577148.0
0.2,0.5,1.5,880877.0,497178.0
0.2,0.5,1.5,886913.0,497468.0
0.2,0.5,1.5,893599.0,504675.0
0.2,0.5,1.5,901518.0,514835.0
0.2,0.5,1.5,906495.0,522355.0
0.2,0.5,1.5,911405.0,528933.0
0.2,0.5,1.5,917593.0,537965.0
0.2,0.5,1.5,925815.0,549665.0
0.2,0.5,1.5,933485.0,563317.0
0.2,0.5,1.5,940497.0,572956.0
0.2,0.5,1.5,936.03,574756.0
0.2,0.5,1.5,930705.0,561905.0
0.2,0.5,1.5,935354.0,569513.0
0.2,0.5,1.5,943.27,574047.0
0.2,0.5,1.5,943129.0,575377.0
0.2,0.5,1.5,939221.0,576472.0
0.2,0.5,1.5,937699.0,576146.0
0.2,0.5,1.5,937699.0,576146.0
0.2,0.5,1.5,919159.0,545.87
0.2,0.5,1.5,921.51,545889.0
0.2,0.5,1.5,926483.0,548426.0
0.2,0.5,1.5,929854.0,551066.0
0.2,0.5,1.5,934916.0,559141.0
0.2,0.5,1.5,939731.0,567277.0
0.2,0.5,1.5,946373.0,575935.0
0.2,0.5,1.5,947267.0,578567.0
0.2,0.5,1.5,943722.0,579217.0
0.2,0.5,1.5,903027.0,505768.0
0.2,0.5,1.5,911329.0,510479.0
0.2,0.5,1.5,925003.0,527809.0
0.2,0.5,1.5,931991.0,534134.0
0.2,0.5,1.5,933.71,539778.0
0.2,0.5,1.5,942.0,551446.0
0.2,0.5,1.5,949754.0,565279.0
0.2,0.5,1.5,957145.0,576251.0
0.2,0.5,1.5,953354.0,578607.0
0.2,0.5,1.5,951655.0,578962.0
0.2,0.5,1.5,909038.0,501759.0
0.2,0.5,1.5,916192.0,502829.0
0.2,0.5,1.5,926186.0,515167.0
0.2,0.5,1.5,936226.0,529146.0
0.2,0.5,1.5,947335.0,548581.0
0.2,0.5,1.5,956077.0,566508.0
0.2,0.5,1.5,955614.0,570339.0
0.2,0.5,1.5,956181.0,572905.0
0.2,0.5,1.5,953394.0,575.66
0.2,0.5,1.5,934522.0,538218.0
0.2,0.5,1.5,911779.0,496935.0
0.2,0.5,1.5,921895.0,504327.0
0.2,0.5,1.5,931423.0,516332.0
0.2,0.5,1.5,942356.0,536.44
0.2,0.5,1.5,951.37,556483.0
0.2,0.5,1.5,958318.0,570539.0
0.2,0.5,1.5,960465.0,576239.0
0.2,0.5,1.5,960202.0,577625.0
0.2,0.5,1.5,929661.0,541235.0
0.2,0.5,1.5,944999.0,579.25
0.2,0.5,1.5,952528.0,587313.0
0.2,0.5,1.5,946818.0,592264.0
0.2,0.5,1.5,948.54,594979.0
0.2,0.5,1.5,945743.0,598579.0
0.2,0.5,1.5,947997.0,601578.0
0.2,0.5,1.5,948748.0,603856.0
0.2,0.5,1.5,950659.0,605585.0
0.2,0.5,1.5,950659.0,605585.0
0.2,0.5,1.5,945918.0,602666.0
0.2,0.5,1.5,930199.0,539635.0
0.2,0.5,1.5,948914.0,568365.0
0.2,0.5,1.5,956109.0,581137.0
0.2,0.5,1.5,961507.0,590007.0
0.2,0.5,1.5,965.76,594409.0
0.2,0.5,1.5,969986.0,595514.0
0.2,0.5,1.5,972187.0,595559.0
0.2,0.5,1.5,970.97,595.72
0.2,0.5,1.5,970.97,595.72
0.2,0.5,1.5,918848.0,503548.0
0.2,0.5,1.5,935852.0,513761.0
0.2,0.5,1.5,954293.0,537665.0
0.2,0.5,1.5,969362.0,566931.0
0.2,0.5,1.5,969981.0,571115.0
0.2,0.5,1.5,969.89,573778.0
0.2,0.5,1.5,969.89,573778.0
0.2,0.5,1.5,957043.0,545.85
0.2,0.5,1.5,966171.0,559921.0
0.2,0.5,1.5,974187.0,574523.0
0.2,0.5,1.5,954821.0,548314.0
0.2,0.5,1.5,962557.0,563238.0
0.2,0.5,1.5,967275.0,573342.0
0.2,0.5,1.5,967769.0,569549.0
0.2,0.5,1.5,971408.0,572598.0
0.2,0.5,1.5,976058.0,579447.0
0.2,0.5,1.5,981907.0,584789.0
0.2,0.5,1.5,981762.0,584.82
0.2,0.5,1.5,932806.0,495444.0
0.2,0.5,1.5,947619.0,513911.0
0.2,0.5,1.5,963094.0,537894.0
0.2,0.5,1.5,974159.0,558561.0
0.2,0.5,1.5,982422.0,573009.0
0.2,0.5,1.5,984101.0,578469.0
0.2,0.5,1.5,976943.0,581113.0
0.2,0.5,1.5,983746.0,587476.0
0.2,0.5,1.5,984215.0,588912.0
0.2,0.5,1.5,984215.0,588912.0
0.2,0.5,1.5,985.76,592.3
0.2,0.5,1.5,989111.0,593759.0
0.2,0.5,1.5,990488.0,593432.0
0.2,0.5,1.5,935928.0,491216.0
0.2,0.5,1.5,942228.0,496.79
0.2,0.5,1.5,961007.0,526353.0
0.2,0.5,1.5,975492.0,553612.0
0.2,0.5,1.5,980258.0,559189.0
0.2,0.5,1.5,985779.0,566679.0
0.2,0.5,1.5,993178.0,578817.0
0.2,0.5,1.5,998.34,586567.0
0.2,0.5,1.5,948602.0,502543.0
0.2,0.5,1.5,958787.0,515907.0
0.2,0.5,1.5,968608.0,527918.0
0.2,0.5,1.5,982578.0,553211.0
0.2,0.5,1.5,992091.0,572597.0
0.2,0.5,1.5,998513.0,584402.0
0.2,0.5,1.5,1000.09,588158.0
0.2,0.5,1.5,997376.0,590.87
0.2,0.5,1.5,934928.0,472821.0
0.2,0.5,1.5,942352.0,480225.0
0.2,0.5,1.5,957067.0,498742.0
0.2,0.5,1.5,970424.0,518.39
0.2,0.5,1.5,989316.0,555712.0
0.2,0.5,1.5,998546.0,577025.0
0.2,0.5,1.5,1000.18,580586.0
0.2,0.5,1.5,1000.75,582838.0
0.2,0.5,1.5,1000.75,582838.0
0.2,0.5,1.5,986974.0,558074.0
0.2,0.5,1.5,997158.0,577.8
0.2,0.5,1.5,1003.35,588358.0
0.2,0.5,1.5,1006.26,591494.0
0.2,0.5,1.5,962963.0,517319.0
0.2,0.5,1.5,974922.0,533632.0
0.2,0.5,1.5,991519.0,564931.0
0.2,0.5,1.5,997024.0,574597.0
0.2,0.5,1.5,1003.41,586651.0
0.2,0.5,1.5,1010.82,594041.0
0.2,0.5,1.5,1010.96,596704.0
0.2,0.5,1.5,1008.69,597747.0
0.2,0.5,1.5,953384.0,490396.0
0.2,0.5,1.5,967129.0,510074.0
0.2,0.5,1.5,987484.0,542927.0
0.2,0.5,1.5,1000.07,565789.0
0.2,0.5,1.5,1008.74,584348.0
0.2,0.5,1.5,1013.21,592601.0
0.2,0.5,1.5,1013.38,595678.0
0.2,0.5,1.5,963911.0,506913.0
0.2,0.5,1.5,973577.0,520122.0
0.2,0.5,1.5,990063.0,547717.0
0.2,0.5,1.5,1001.17,568454.0
0.2,0.5,1.5,1009.7,585627.0
0.2,0.5,1.5,1015.52,595536.0
0.2,0.5,1.5,1014.25,596901.0
0.2,0.5,1.5,1014.25,596901.0
0.2,0.5,1.5,1006.7,575932.0
0.2,0.5,1.5,1014.33,588.51
0.2,0.5,1.5,1019.37,595448.0
0.2,0.5,1.5,963179.0,504773.0
0.2,0.5,1.5,957621.0,488089.0
0.2,0.5,1.5,960754.0,487662.0
0.2,0.5,1.5,968591.0,496026.0
0.2,0.5,1.5,982.98,518248.0
0.2,0.5,1.5,995882.0,538075.0
0.2,0.5,1.5,1009.83,563634.0
0.2,0.5,1.5,1019.22,583959.0
0.2,0.5,1.5,1022.78,591981.0
0.2,0.5,1.5,988354.0,532441.0
0.2,0.5,1.5,997193.0,544662.0
0.2,0.5,1.5,1008.35,563.11
0.2,0.5,1.5,1016.39,577904.0
0.2,0.5,1.5,1022.91,592214.0
0.2,0.5,1.5,1028.73,598086.0
0.2,0.5,1.5,1026.68,601273.0
0.2,0.5,1.5,1007.85,569677.0
0.2,0.5,1.5,979141.0,512436.0
0.2,0.5,1.5,998374.0,544622.0
0.2,0.5,1.5,1012.93,570481.0
0.2,0.5,1.5,1021.35,587074.0
0.2,0.5,1.5,1028.65,599506.0
0.2,0.5,1.5,1030.98,605735.0
0.2,0.5,1.5,999049.0,535839.0
0.2,0.5,1.5,981457.0,509144.0
0.2,0.5,1.5,940995.0,437.25
0.2,0.5,1.5,988306.0,482165.0
0.2,0.5,1.5,992667.0,555909.0
0.2,0.5,1.5,1005.39,578114.0
0.2,0.5,1.5,1011.08,590796.0
0.2,0.5,1.5,1014.15,593496.0
0.2,0.5,1.5,977829.0,511277.0
0.2,0.5,1.5,951005.0,454157.0
0.2,0.5,1.5,956169.0,460135.0
0.2,0.5,1.5,1001.8,535051.0
0.2,0.5,1.5,1024.69,579641.0
0.2,0.5,1.5,1012.16,589296.0
0.2,0.5,1.5,1020.24,618909.0
0.2,0.5,1.5,1025.15,632395.0
0.2,0.5,1.5,1026.88,639316.0
0.2,0.5,1.5,1026.35,642629.0
0.2,0.5,1.5,1026.12,643233.0
0.2,0.5,1.5,1025.11,646616.0
0.2,0.5,1.5,1024.87,653038.0
0.2,0.5,1.5,1023.41,659074.0
0.2,0.5,1.5,1024.19,663401.0
0.2,0.5,1.5,1025.05,664511.0
0.2,0.5,1.5,1023.39,654.01
0.2,0.5,1.5,1022.65,643152.0
0.2,0.5,1.5,1019.22,633767.0
0.2,0.5,1.5,993069.0,567523.0
0.2,0.5,1.5,964287.0,497116.0
0.2,0.5,1.5,969834.0,494985.0
0.2,0.5,1.5,1017.79,576997.0
0.2,0.5,1.5,969694.0,472024.0
0.2,0.5,1.5,1008.34,571705.0
0.2,0.5,1.5,1028.92,617752.0
0.2,0.5,1.5,1034.71,636815.0
0.2,0.5,1.5,1034.37,645401.0
0.2,0.5,1.5,1033.66,651783.0
0.2,0.5,1.5,1034.76,656385.0
0.2,0.5,1.5,1033.92,658408.0
0.2,0.5,1.5,1036.07,667278.0
0.2,0.5,1.5,1036.24,674591.0
0.2,0.5,1.5,1033.22,677286.0
0.2,0.5,1.5,1034.95,683996.0
0.2,0.5,1.5,1036.89,688241.0
0.2,0.5,1.5,1038.34,690938.0
0.2,0.5,1.5,1040.48,692642.0
0.2,0.5,1.5,1043.08,693881.0
0.2,0.5,1.5,1034.35,669023.0
0.2,0.5,1.5,1013.68,610815.0
0.2,0.5,1.5,971382.0,509211.0
0.2,0.5,1.5,989555.0,532898.0
0.2,0.5,1.5,1001.96,546.18
0.2,0.5,1.5,1009.55,561185.0
0.2,0.5,1.5,1041.24,635.04
0.2,0.5,1.5,1052.51,658416.0
0.2,0.5,1.5,1052.51,658416.0
0.2,0.5,1.5,985523.0,545281.0
0.2,0.5,1.5,1001.05,570376.0
0.2,0.5,1.5,1012.4,590695.0
0.2,0.5,1.5,1019.28,604357.0
0.2,0.5,1.5,1023.81,612592.0
0.2,0.5,1.5,1026.14,614677.0
0.2,0.5,1.5,1026.14,614677.0
0.2,0.5,1.5,1016.04,581849.0
0.2,0.5,1.5,1037.5,598295.0
0.2,0.5,1.5,1024.03,585.92
0.2,0.5,1.5,1002.06,547151.0
0.2,0.5,1.5,1018.85,572999.0
0.2,0.5,1.5,1030.3,590499.0
0.2,0.5,1.5,1041.29,609805.0
0.2,0.5,1.5,1053.26,631627.0
0.2,0.5,1.5,1061.14,642173.0
0.2,0.5,1.5,961575.0,460494.0
0.2,0.5,1.5,969267.0,468.98
0.2,0.5,1.5,978064.0,480178.0
0.2,0.5,1.5,992796.0,502185.0
0.2,0.5,1.5,1004.08,518138.0
0.2,0.5,1.5,1024.18,552154.0
0.5,0.8,1.5,53.31,783139.0
0.5,0.8,1.5,955106.0,116341.0
0.5,0.8,1.5,111356.0,976351.0
0.5,0.8,1.5,124039.0,109475.0
0.5,0.8,1.5,168895.0,130834.0
0.5,0.8,1.5,192034.0,164691.0
0.5,0.8,1.5,220776.0,21825.0
0.5,0.8,1.5,232997.0,211743.0
0.5,0.8,1.5,256035.0,239471.0
0.5,0.8,1.5,261378.0,24522.0
0.5,0.8,1.5,282799.0,287886.0
0.5,0.8,1.5,306954.0,33455.0
0.5,0.8,1.5,316296.0,349103.0
0.5,0.8,1.5,319796.0,350477.0
0.5,0.8,1.5,339598.0,404473.0
0.5,0.8,1.5,361123.0,45067.0
0.5,0.8,1.5,366929.0,448463.0
0.5,0.8,1.5,386.87,502304.0
0.5,0.8,1.5,394656.0,524261.0
0.5,0.8,1.5,398629.0,517936.0
0.5,0.8,1.5,413889.0,546256.0
0.5,0.8,1.5,434466.0,606131.0
0.5,0.8,1.5,441.78,622509.0
0.5,0.8,1.5,458988.0,683368.0
0.5,0.8,1.5,465313.0,718206.0
0.5,0.8,1.5,469003.0,737212.0
0.5,0.8,1.5,483386.0,817835.0
0.5,0.8,1.5,485134.0,816235.0
0.5,0.8,1.5,500838.0,877548.0
0.5,0.8,1.5,506.69,904248.0
0.5,0.8,1.5,507877.0,909761.0
0.5,0.8,1.5,521156.0,100124.0
0.5,0.8,1.5,524416.0,983355.0
0.5,0.8,1.5,524761.0,901501.0
0.5,0.8,1.5,527962.0,880444.0
0.5,0.8,1.5,533126.0,879539.0
0.5,0.8,1.5,550645.0,104292.0
0.5,0.8,1.5,558024.0,109409.0
0.5,0.8,1.5,562603.0,113539.0
0.5,0.8,1.5,564.46,115.18
0.5,0.8,1.5,573274.0,118235.0
0.5,0.8,1.5,573586.0,109243.0
0.5,0.8,1.5,575094.0,105708.0
0.5,0.8,1.5,581.48,108755.0
0.5,0.8,1.5,592529.0,118468.0
0.5,0.8,1.5,606426.0,129.59
0.5,0.8,1.5,611865.0,134848.0
0.5,0.8,1.5,615495.0,139061.0
0.5,0.8,1.5,618.1,140716.0
0.5,0.8,1.5,627346.0,145528.0
0.5,0.8,1.5,620773.0,121217.0
0.5,0.8,1.5,625952.0,128128.0
0.5,0.8,1.5,631499.0,130229.0
0.5,0.8,1.5,644753.0,143302.0
0.5,0.8,1.5,647079.0,146197.0
0.5,0.8,1.5,659451.0,157373.0
0.5,0.8,1.5,664207.0,163069.0
0.5,0.8,1.5,667061.0,164702.0
0.5,0.8,1.5,667127.0,159377.0
0.5,0.8,1.5,663903.0,146035.0
0.5,0.8,1.5,670286.0,148058.0
0.5,0.8,1.5,675.99,156232.0
0.5,0.8,1.5,679319.0,159266.0
0.5,0.8,1.5,694143.0,170361.0
0.5,0.8,1.5,699.44,175669.0
0.5,0.8,1.5,699156.0,176996.0
0.5,0.8,1.5,709786.0,186703.0
0.5,0.8,1.5,712538.0,186383.0
0.5,0.8,1.5,711.77,177342.0
0.5,0.8,1.5,708853.0,168897.0
0.5,0.8,1.5,704135.0,156101.0
0.5,0.8,1.5,707695.0,159393.0
0.5,0.8,1.5,714.27,162262.0
0.5,0.8,1.5,719.27,174832.0
0.5,0.8,1.5,720546.0,175826.0
0.5,0.8,1.5,738484.0,189936.0
0.5,0.8,1.5,744.6,196818.0
0.5,0.8,1.5,748.5,202877.0
0.5,0.8,1.5,750422.0,204568.0
0.5,0.8,1.5,754325.0,202994.0
0.5,0.8,1.5,751147.0,190563.0
0.5,0.8,1.5,745377.0,176108.0
0.5,0.8,1.5,743715.0,170622.0
0.5,0.8,1.5,746452.0,173473.0
0.5,0.8,1.5,752352.0,181524.0
0.5,0.8,1.5,758368.0,190459.0
0.5,0.8,1.5,771736.0,202182.0
0.5,0.8,1.5,785.6,216111.0
0.5,0.8,1.5,791654.0,224392.0
0.5,0.8,1.5,794.79,227459.0
0.5,0.8,1.5,791352.0,214.02
0.5,0.8,1.5,785979.0,201108.0
0.5,0.8,1.5,780971.0,189902.0
0.5,0.8,1.5,779678.0,186.44
0.5,0.8,1.5,781878.0,188522.0
0.5,0.8,1.5,786727.0,193424.0
0.5,0.8,1.5,790664.0,197006.0
0.5,0.8,1.5,793446.0,198405.0
0.5,0.8,1.5,813931.0,217643.0
0.5,0.8,1.5,821786.0,229113.0
0.5,0.8,1.5,821541.0,223228.0
0.5,0.8,1.5,812178.0,202365.0
0.5,0.8,1.5,817128.0,204107.0
0.5,0.8,1.5,820645.0,210822.0
0.5,0.8,1.5,823644.0,212857.0
0.5,0.8,1.5,825908.0,214916.0
0.5,0.8,1.5,827742.0,216424.0
0.5,0.8,1.5,829792.0,218856.0
0.5,0.8,1.5,830986.0,219497.0
0.5,0.8,1.5,831784.0,219639.0
0.5,0.8,1.5,833761.0,219.67
0.5,0.8,1.5,842601.0,224974.0
0.5,0.8,1.5,857529.0,242405.0
0.5,0.8,1.5,865831.0,254057.0
0.5,0.8,1.5,863.01,243776.0
0.5,0.8,1.5,852577.0,223787.0
0.5,0.8,1.5,851134.0,220.05
0.5,0.8,1.5,857868.0,230376.0
0.5,0.8,1.5,863065.0,238237.0
0.5,0.8,1.5,868241.0,246567.0
0.5,0.8,1.5,869905.0,248835.0
0.5,0.8,1.5,878174.0,260262.0
0.5,0.8,1.5,883528.0,266836.0
0.5,0.8,1.5,886.99,271879.0
0.5,0.8,1.5,889933.0,276.13
0.5,0.8,1.5,892.55,280292.0
0.5,0.8,1.5,894399.0,282487.0
0.5,0.8,1.5,901266.0,286771.0
0.5,0.8,1.5,915081.0,298611.0
0.5,0.8,1.5,921707.0,307241.0
0.5,0.8,1.5,921707.0,307241.0
0.5,0.8,1.5,872463.0,228749.0
0.5,0.8,1.5,883262.0,239981.0
0.5,0.8,1.5,893023.0,252747.0
0.5,0.8,1.5,900462.0,263488.0
0.5,0.8,1.5,905515.0,271089.0
0.5,0.8,1.5,909.11,276577.0
0.5,0.8,1.5,911835.0,280811.0
0.5,0.8,1.5,908206.0,272.93
0.5,0.8,1.5,917341.0,273131.0
0.5,0.8,1.5,925054.0,284571.0
0.5,0.8,1.5,905304.0,250261.0
0.5,0.8,1.5,914894.0,261065.0
0.5,0.8,1.5,922927.0,262.06
0.5,0.8,1.5,924847.0,275144.0
0.5,0.8,1.5,932852.0,287147.0
0.5,0.8,1.5,938217.0,295593.0
0.5,0.8,1.5,941609.0,301143.0
0.5,0.8,1.5,941609.0,301143.0
0.5,0.8,1.5,945997.0,305.4
0.5,0.8,1.5,950157.0,312679.0
0.5,0.8,1.5,953738.0,316713.0
0.5,0.8,1.5,952.13,311471.0
0.5,0.8,1.5,953338.0,312789.0
0.5,0.8,1.5,956872.0,318828.0
0.5,0.8,1.5,957577.0,318746.0
0.5,0.8,1.5,960023.0,322901.0
0.5,0.8,1.5,961148.0,324.23
0.5,0.8,1.5,962626.0,326003.0
0.5,0.8,1.5,963431.0,326758.0
0.5,0.8,1.5,967185.0,327456.0
0.5,0.8,1.5,981269.0,339497.0
0.5,0.8,1.5,939092.0,270937.0
0.5,0.8,1.5,954851.0,288978.0
0.5,0.8,1.5,968909.0,308376.0
0.5,0.8,1.5,976995.0,321764.0
0.5,0.8,1.5,980636.0,328162.0
0.5,0.8,1.5,984643.0,335652.0
0.5,0.8,1.5,986757.0,339103.0
0.5,0.8,1.5,989685.0,344.07
0.5,0.8,1.5,991541.0,347316.0
0.5,0.8,1.5,993807.0,351286.0
0.5,0.8,1.5,995681.0,354409.0
0.5,0.8,1.5,997313.0,357137.0
0.5,0.8,1.5,999.89,361635.0
0.5,0.8,1.5,1000.87,363257.0
0.5,0.8,1.5,1002.33,365761.0
0.5,0.8,1.5,1003.95,368474.0
0.5,0.8,1.5,1005.82,371.93
0.5,0.8,1.5,1008.05,373361.0
0.5,0.8,1.5,1021.59,379939.0
0.5,0.8,1.5,980323.0,309627.0
0.5,0.8,1.5,968289.0,291521.0
0.5,0.8,1.5,978845.0,304528.0
0.5,0.8,1.5,983101.0,309323.0
0.5,0.8,1.5,990942.0,318749.0
0.5,0.8,1.5,997115.0,326888.0
0.5,0.8,1.5,1000.67,331691.0
0.5,0.8,1.5,1005.56,339156.0
0.5,0.8,1.5,1009.54,345696.0
0.5,0.8,1.5,1012.35,350.42
0.5,0.8,1.5,1014.84,354657.0
0.5,0.8,1.5,1016.55,357772.0
0.5,0.8,1.5,1018.93,361415.0
0.5,0.8,1.5,1020.54,364262.0
0.5,0.8,1.5,1022.12,366442.0
0.5,0.8,1.5,1023.02,368154.0
0.5,0.8,1.5,1024.45,370054.0
0.5,0.8,1.5,1025.48,371579.0
0.5,0.8,1.5,1027.69,372714.0
0.5,0.8,1.5,1046.3,387925.0
0.5,0.8,1.5,1007.61,324948.0
